releasedate,release,releaseyear,releasemonth,releaseday,releasehour,releaseminute,coveredyear,coveredperiod,freq
2007-02-21 08:30:00,Real Earnings,2007,2,21,8,30,1950,1,0
2007-03-06 08:30:00,Productivity and Costs,2007,3,6,8,30,1950,1,0
2007-03-08 10:00:00,Regional and State Employment and Unemployment,2007,3,8,10,0,1950,1,0
2007-03-09 08:30:00,Employment Situation,2007,3,9,8,30,2007,2,12
2007-03-09 08:30:00,The Employment Situation,2007,3,9,8,30,1950,1,0
2007-03-14 08:30:00,U.S. Import and Export Price Indexes,2007,3,14,8,30,1950,1,0
2007-03-15 08:30:00,Producer Price Indexes,2007,3,15,8,30,1950,1,0
2007-03-16 08:30:00,Consumer Price Index,2007,3,16,8,30,1950,1,0
2007-03-16 08:30:00,Real Earnings,2007,3,16,8,30,1950,1,0
2007-03-21 10:00:00,Metropolitan Area Employment and Unemployment,2007,3,21,10,0,1950,1,0
2007-03-30 10:00:00,Regional and State Employment and Unemployment,2007,3,30,10,0,1950,1,0
2007-04-04 10:00:00,Metropolitan Area Employment and Unemployment,2007,4,4,10,0,1950,1,0
2007-04-06 08:30:00,Employment Situation,2007,4,6,8,30,2007,3,12
2007-04-06 08:30:00,The Employment Situation,2007,4,6,8,30,1950,1,0
2007-04-12 08:30:00,U.S. Import and Export Price Indexes,2007,4,12,8,30,1950,1,0
2007-04-13 08:30:00,Producer Price Indexes,2007,4,13,8,30,1950,1,0
2007-04-17 08:30:00,Consumer Price Index,2007,4,17,8,30,1950,1,0
2007-04-17 08:30:00,Real Earnings,2007,4,17,8,30,1950,1,0
2007-04-20 10:00:00,Regional and State Employment and Unemployment,2007,4,20,10,0,1950,1,0
2007-04-27 08:30:00,Employment Cost Index,2007,4,27,8,30,1950,1,0
2007-05-02 10:00:00,Metropolitan Area Employment and Unemployment,2007,5,2,10,0,1950,1,0
2007-05-03 08:30:00,Productivity and Costs,2007,5,3,8,30,1950,1,0
2007-05-04 08:30:00,Employment Situation,2007,5,4,8,30,2007,4,12
2007-05-04 08:30:00,The Employment Situation,2007,5,4,8,30,1950,1,0
2007-05-10 08:30:00,U.S. Import and Export Price Indexes,2007,5,10,8,30,1950,1,0
2007-05-11 08:30:00,Producer Price Indexes,2007,5,11,8,30,1950,1,0
2007-05-15 08:30:00,Consumer Price Index,2007,5,15,8,30,1950,1,0
2007-05-15 08:30:00,Real Earnings,2007,5,15,8,30,1950,1,0
2007-05-18 10:00:00,Regional and State Employment and Unemployment,2007,5,18,10,0,1950,1,0
2007-05-30 10:00:00,Metropolitan Area Employment and Unemployment,2007,5,30,10,0,1950,1,0
2007-06-01 08:30:00,Employment Situation,2007,6,1,8,30,2007,5,12
2007-06-01 08:30:00,The Employment Situation,2007,6,1,8,30,1950,1,0
2007-06-06 08:30:00,Productivity and Costs,2007,6,6,8,30,1950,1,0
2007-06-13 08:30:00,U.S. Import and Export Price Indexes,2007,6,13,8,30,1950,1,0
2007-06-14 08:30:00,Producer Price Indexes,2007,6,14,8,30,1950,1,0
2007-06-15 08:30:00,Consumer Price Index,2007,6,15,8,30,1950,1,0
2007-06-15 08:30:00,Real Earnings,2007,6,15,8,30,1950,1,0
2007-06-19 10:00:00,Regional and State Employment and Unemployment,2007,6,19,10,0,1950,1,0
2007-06-27 10:00:00,Metropolitan Area Employment and Unemployment,2007,6,27,10,0,1950,1,0
2007-07-06 08:30:00,Employment Situation,2007,7,6,8,30,2007,6,12
2007-07-06 08:30:00,The Employment Situation,2007,7,6,8,30,1950,1,0
2007-07-13 08:30:00,U.S. Import and Export Price Indexes,2007,7,13,8,30,1950,1,0
2007-07-17 08:30:00,Producer Price Indexes,2007,7,17,8,30,1950,1,0
2007-07-18 08:30:00,Consumer Price Index,2007,7,18,8,30,1950,1,0
2007-07-18 08:30:00,Real Earnings,2007,7,18,8,30,1950,1,0
2007-07-20 10:00:00,Regional and State Employment and Unemployment,2007,7,20,10,0,1950,1,0
2007-07-31 08:30:00,Employment Cost Index,2007,7,31,8,30,1950,1,0
2007-08-01 10:00:00,Metropolitan Area Employment and Unemployment,2007,8,1,10,0,1950,1,0
2007-08-03 08:30:00,Employment Situation,2007,8,3,8,30,2007,7,12
2007-08-03 08:30:00,The Employment Situation,2007,8,3,8,30,1950,1,0
2007-08-07 08:30:00,Productivity and Costs,2007,8,7,8,30,1950,1,0
2007-08-10 08:30:00,U.S. Import and Export Price Indexes,2007,8,10,8,30,1950,1,0
2007-08-14 08:30:00,Producer Price Indexes,2007,8,14,8,30,1950,1,0
2007-08-15 08:30:00,Consumer Price Index,2007,8,15,8,30,1950,1,0
2007-08-15 08:30:00,Real Earnings,2007,8,15,8,30,1950,1,0
2007-08-17 10:00:00,Regional and State Employment and Unemployment,2007,8,17,10,0,1950,1,0
2007-08-29 10:00:00,Metropolitan Area Employment and Unemployment,2007,8,29,10,0,1950,1,0
2007-09-06 08:30:00,Productivity and Costs,2007,9,6,8,30,1950,1,0
2007-09-07 08:30:00,Employment Situation,2007,9,7,8,30,2007,8,12
2007-09-07 08:30:00,The Employment Situation,2007,9,7,8,30,1950,1,0
2007-09-14 08:30:00,U.S. Import and Export Price Indexes,2007,9,14,8,30,1950,1,0
2007-09-18 08:30:00,Producer Price Indexes,2007,9,18,8,30,1950,1,0
2007-09-19 08:30:00,Consumer Price Index,2007,9,19,8,30,1950,1,0
2007-09-19 08:30:00,Real Earnings,2007,9,19,8,30,1950,1,0
2007-09-25 10:00:00,Regional and State Employment and Unemployment,2007,9,25,10,0,1950,1,0
2007-10-02 10:00:00,Metropolitan Area Employment and Unemployment,2007,10,2,10,0,1950,1,0
2007-10-05 08:30:00,Employment Situation,2007,10,5,8,30,2007,9,12
2007-10-05 08:30:00,The Employment Situation,2007,10,5,8,30,1950,1,0
2007-10-11 08:30:00,U.S. Import and Export Price Indexes,2007,10,11,8,30,1950,1,0
2007-10-12 08:30:00,Producer Price Indexes,2007,10,12,8,30,1950,1,0
2007-10-17 08:30:00,Consumer Price Index,2007,10,17,8,30,1950,1,0
2007-10-17 08:30:00,Real Earnings,2007,10,17,8,30,1950,1,0
2007-10-19 10:00:00,Regional and State Employment and Unemployment,2007,10,19,10,0,1950,1,0
2007-10-30 10:00:00,Metropolitan Area Employment and Unemployment,2007,10,30,10,0,1950,1,0
2007-10-31 08:30:00,Employment Cost Index,2007,10,31,8,30,1950,1,0
2007-11-02 08:30:00,Employment Situation,2007,11,2,8,30,2007,10,12
2007-11-02 08:30:00,The Employment Situation,2007,11,2,8,30,1950,1,0
2007-11-07 08:30:00,Productivity and Costs,2007,11,7,8,30,1950,1,0
2007-11-09 08:30:00,U.S. Import and Export Price Indexes,2007,11,9,8,30,1950,1,0
2007-11-14 08:30:00,Producer Price Indexes,2007,11,14,8,30,1950,1,0
2007-11-15 08:30:00,Consumer Price Index,2007,11,15,8,30,1950,1,0
2007-11-15 08:30:00,Real Earnings,2007,11,15,8,30,1950,1,0
2007-11-20 10:00:00,Regional and State Employment and Unemployment,2007,11,20,10,0,1950,1,0
2007-11-28 10:00:00,Metropolitan Area Employment and Unemployment,2007,11,28,10,0,1950,1,0
2007-12-05 08:30:00,Productivity and Costs,2007,12,5,8,30,1950,1,0
2007-12-07 08:30:00,Employment Situation,2007,12,7,8,30,2007,11,12
2007-12-07 08:30:00,The Employment Situation,2007,12,7,8,30,1950,1,0
2007-12-12 08:30:00,U.S. Import and Export Price Indexes,2007,12,12,8,30,1950,1,0
2007-12-13 08:30:00,Producer Price Indexes,2007,12,13,8,30,1950,1,0
2007-12-14 08:30:00,Consumer Price Index,2007,12,14,8,30,1950,1,0
2007-12-14 08:30:00,Real Earnings,2007,12,14,8,30,1950,1,0
2007-12-21 10:00:00,Regional and State Employment and Unemployment,2007,12,21,10,0,1950,1,0
2008-01-01 00:00:00,New Year's Day,2008,1,1,0,0,2099,0,0
2008-01-04 08:30:00,Employment Situation,2008,1,4,8,30,2007,12,12
2008-01-04 08:30:00,Employment Situation,2008,1,4,8,30,2007,12,12
2008-01-09 10:00:00,Metropolitan Area Employment and Unemployment,2008,1,9,10,0,2007,11,12
2008-01-10 10:00:00,Job Openings and Labor Turnover Survey,2008,1,10,10,0,2007,11,12
2008-01-11 08:30:00,U.S. Import and Export Price Indexes,2008,1,11,8,30,2007,12,12
2008-01-15 08:30:00,Producer Price Index,2008,1,15,8,30,2007,12,12
2008-01-16 08:30:00,Consumer Price Index,2008,1,16,8,30,2007,12,12
2008-01-16 08:30:00,Real Earnings,2008,1,16,8,30,2007,12,12
2008-01-17 10:00:00,County Employment and Wages,2008,1,17,10,0,2007,2,4
2008-01-17 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2008,1,17,10,0,2007,4,4
2008-01-18 10:00:00,Regional and State Employment and Unemployment,2008,1,18,10,0,2007,12,12
2008-01-21 00:00:00,"Birthday of Martin Luther King, Jr.",2008,1,21,0,0,2099,0,0
2008-01-23 10:00:00,Employment Experience of Youths: Results from a Longitudinal Survey,2008,1,23,10,0,2008,1,1
2008-01-23 10:00:00,Volunteering in the United States,2008,1,23,10,0,2007,1,1
2008-01-24 10:00:00,Mass Layoffs,2008,1,24,10,0,2007,12,12
2008-01-25 10:00:00,International Comparisons of Hourly Compensation Costs in Manufacturing,2008,1,25,10,0,2006,1,1
2008-01-25 10:00:00,Union Membership,2008,1,25,10,0,2007,1,1
2008-01-29 10:00:00,Metropolitan Area Employment and Unemployment,2008,1,29,10,0,2007,12,12
2008-01-31 08:30:00,Employment Cost Index,2008,1,31,8,30,2007,4,4
2008-02-01 08:30:00,Employment Situation,2008,2,1,8,30,2008,1,12
2008-02-01 08:30:00,Employment Situation,2008,2,1,8,30,2008,1,12
2008-02-06 08:30:00,Productivity and Costs,2008,2,6,8,30,2007,4,4
2008-02-12 10:00:00,Job Openings and Labor Turnover Survey,2008,2,12,10,0,2007,12,12
2008-02-13 10:00:00,Major Work Stoppages,2008,2,13,10,0,2007,1,1
2008-02-14 10:00:00,Business Employment Dynamics,2008,2,14,10,0,2007,2,4
2008-02-14 10:00:00,Extended Mass Layoffs,2008,2,14,10,0,2007,4,4
2008-02-15 08:30:00,U.S. Import and Export Price Indexes,2008,2,15,8,30,2008,1,12
2008-02-18 00:00:00,Washington's Birthday,2008,2,18,0,0,2099,0,0
2008-02-20 08:30:00,Consumer Price Index,2008,2,20,8,30,2008,1,12
2008-02-20 08:30:00,Real Earnings,2008,2,20,8,30,2008,1,12
2008-02-26 08:30:00,Producer Price Index,2008,2,26,8,30,2008,1,12
2008-02-27 10:00:00,Mass Layoffs,2008,2,27,10,0,2008,1,12
2008-02-28 10:00:00,International Comparisons of Manufacturing Productivity and Unit Labor Cost Trends,2008,2,28,10,0,2006,1,1
2008-02-29 10:00:00,Regional and State Unemployment,2008,2,29,10,0,2007,1,1
2008-03-05 08:30:00,Productivity and Costs,2008,3,5,8,30,2007,4,4
2008-03-07 08:30:00,Employment Situation,2008,3,7,8,30,2008,2,12
2008-03-07 08:30:00,Employment Situation,2008,3,7,8,30,2008,2,12
2008-03-11 10:00:00,Regional and State Employment and Unemployment,2008,3,11,10,0,2008,1,12
2008-03-12 10:00:00,Employer Costs for Employee Compensation,2008,3,12,10,0,2007,12,12
2008-03-12 10:00:00,Job Openings and Labor Turnover Survey,2008,3,12,10,0,2008,1,12
2008-03-13 08:30:00,U.S. Import and Export Price Indexes,2008,3,13,8,30,2008,2,12
2008-03-14 08:30:00,Consumer Price Index,2008,3,14,8,30,2008,2,12
2008-03-14 08:30:00,Real Earnings,2008,3,14,8,30,2008,2,12
2008-03-18 08:30:00,Producer Price Index,2008,3,18,8,30,2008,2,12
2008-03-19 10:00:00,Metropolitan Area Employment and Unemployment,2008,3,19,10,0,2008,1,12
2008-03-20 10:00:00,Employment Situation of Veterans,2008,3,20,10,0,2007,8,12
2008-03-20 10:00:00,Productivity and Costs by Industry: Manufacturing Industries,2008,3,20,10,0,2006,1,1
2008-03-21 10:00:00,Mass Layoffs,2008,3,21,10,0,2008,2,12
2008-03-25 10:00:00,Employee Benefits in State and Local Government,2008,3,25,10,0,2007,9,12
2008-03-26 10:00:00,Labor Force Characteristics of Foreign-born Workers,2008,3,26,10,0,2007,1,1
2008-03-27 10:00:00,Multifactor Productivity Trends,2008,3,27,10,0,2006,1,1
2008-03-28 10:00:00,Regional and State Employment and Unemployment,2008,3,28,10,0,2008,2,12
2008-04-02 10:00:00,Metropolitan Area Employment and Unemployment,2008,4,2,10,0,2008,2,12
2008-04-04 08:30:00,Employment Situation,2008,4,4,8,30,2008,3,12
2008-04-04 08:30:00,Employment Situation,2008,4,4,8,30,2008,3,12
2008-04-08 10:00:00,Job Openings and Labor Turnover Survey,2008,4,8,10,0,2008,2,12
2008-04-09 10:00:00,County Employment and Wages,2008,4,9,10,0,2007,3,4
2008-04-10 10:00:00,Employment Situation of Veterans,2008,4,10,10,0,2007,1,1
2008-04-11 08:30:00,U.S. Import and Export Price Indexes,2008,4,11,8,30,2008,3,12
2008-04-15 08:30:00,Producer Price Index,2008,4,15,8,30,2008,3,12
2008-04-16 08:30:00,Consumer Price Index,2008,4,16,8,30,2008,3,12
2008-04-16 08:30:00,Real Earnings,2008,4,16,8,30,2008,3,12
2008-04-17 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2008,4,17,10,0,2008,1,4
2008-04-18 10:00:00,Regional and State Employment and Unemployment,2008,4,18,10,0,2008,3,12
2008-04-23 10:00:00,Mass Layoffs,2008,4,23,10,0,2008,3,12
2008-04-25 10:00:00,College Enrollment and Work Activity of High School Graduates,2008,4,25,10,0,2007,10,12
2008-04-29 10:00:00,Metropolitan Area Employment and Unemployment,2008,4,29,10,0,2008,3,12
2008-04-30 08:30:00,Employment Cost Index,2008,4,30,8,30,2008,1,4
2008-05-01 10:00:00,Multifactor Productivity Trends in Manufacturing,2008,5,1,10,0,2006,1,1
2008-05-02 08:30:00,Employment Situation,2008,5,2,8,30,2008,4,12
2008-05-02 08:30:00,Employment Situation,2008,5,2,8,30,2008,4,12
2008-05-06 10:00:00,Multifactor Productivity Trends,2008,5,6,10,0,2007,1,1
2008-05-07 08:30:00,Productivity and Costs,2008,5,7,8,30,2008,1,4
2008-05-08 10:00:00,Married Parents' Use of Time,2008,5,8,10,0,2006,1,1
2008-05-09 10:00:00,Occupational Employment and Wages,2008,5,9,10,0,2007,1,1
2008-05-13 08:30:00,U.S. Import and Export Price Indexes,2008,5,13,8,30,2008,4,12
2008-05-14 08:30:00,Consumer Price Index,2008,5,14,8,30,2008,4,12
2008-05-14 08:30:00,Real Earnings,2008,5,14,8,30,2008,4,12
2008-05-15 10:00:00,Extended Mass Layoffs,2008,5,15,10,0,2008,1,4
2008-05-15 10:00:00,Job Openings and Labor Turnover Survey,2008,5,15,10,0,2008,3,12
2008-05-16 10:00:00,Regional and State Employment and Unemployment,2008,5,16,10,0,2008,4,12
2008-05-20 08:30:00,Producer Price Index,2008,5,20,8,30,2008,4,12
2008-05-21 10:00:00,Productivity and Costs by Industry: Manufacturing Industries,2008,5,21,10,0,2006,1,1
2008-05-21 10:00:00,Quarterly Data Series on Business Employment Dynamics,2008,5,21,10,0,2007,3,4
2008-05-22 10:00:00,Mass Layoffs,2008,5,22,10,0,2008,4,12
2008-05-26 00:00:00,Memorial Day,2008,5,26,0,0,2099,0,0
2008-05-28 10:00:00,Metropolitan Area Employment and Unemployment,2008,5,28,10,0,2008,4,12
2008-05-30 10:00:00,Employment Characteristics of Families,2008,5,30,10,0,2007,1,1
2008-06-04 08:30:00,Productivity and Costs,2008,6,4,8,30,2008,1,4
2008-06-06 08:30:00,Employment Situation,2008,6,6,8,30,2008,5,12
2008-06-06 08:30:00,Employment Situation,2008,6,6,8,30,2008,5,12
2008-06-10 10:00:00,Job Openings and Labor Turnover Survey,2008,6,10,10,0,2008,4,12
2008-06-11 10:00:00,Employer Costs for Employee Compensation,2008,6,11,10,0,2008,3,12
2008-06-12 08:30:00,U.S. Import and Export Price Indexes,2008,6,12,8,30,2008,5,12
2008-06-13 08:30:00,Consumer Price Index,2008,6,13,8,30,2008,5,12
2008-06-13 08:30:00,Real Earnings,2008,6,13,8,30,2008,5,12
2008-06-17 08:30:00,Producer Price Index,2008,6,17,8,30,2008,5,12
2008-06-20 10:00:00,Mass Layoffs,2008,6,20,10,0,2008,5,12
2008-06-20 10:00:00,Regional and State Employment and Unemployment,2008,6,20,10,0,2008,5,12
2008-06-25 10:00:00,American Time Use Survey,2008,6,25,10,0,2007,1,1
2008-06-27 10:00:00,"Number of Jobs, Labor Market Experience, and Earnings Growth:  Results from a National Longitudinal Survey",2008,6,27,10,0,2099,0,0
2008-07-03 08:30:00,Employment Situation,2008,7,3,8,30,2008,6,12
2008-07-03 08:30:00,Employment Situation,2008,7,3,8,30,2008,6,12
2008-07-04 00:00:00,Independence Day,2008,7,4,0,0,2099,0,0
2008-07-08 10:00:00,Metropolitan Area Employment and Unemployment,2008,7,8,10,0,2008,5,12
2008-07-09 10:00:00,Job Openings and Labor Turnover Survey,2008,7,9,10,0,2008,5,12
2008-07-11 08:30:00,U.S. Import and Export Price Indexes,2008,7,11,8,30,2008,6,12
2008-07-15 08:30:00,Producer Price Index,2008,7,15,8,30,2008,6,12
2008-07-16 08:30:00,Consumer Price Index,2008,7,16,8,30,2008,6,12
2008-07-16 08:30:00,Real Earnings,2008,7,16,8,30,2008,6,12
2008-07-17 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2008,7,17,10,0,2008,2,4
2008-07-18 10:00:00,Regional and State Employment and Unemployment,2008,7,18,10,0,2008,6,12
2008-07-23 10:00:00,Mass Layoffs,2008,7,23,10,0,2008,6,12
2008-07-24 10:00:00,County Employment and Wages,2008,7,24,10,0,2007,4,4
2008-07-25 10:00:00,Occupational Pay Comparisons Among Metropolitan Areas,2008,7,25,10,0,2007,1,1
2008-07-30 10:00:00,Metropolitan Area Employment and Unemployment,2008,7,30,10,0,2008,6,12
2008-07-31 08:30:00,Employment Cost Index,2008,7,31,8,30,2008,2,4
2008-08-01 08:30:00,Employment Situation,2008,8,1,8,30,2008,7,12
2008-08-01 08:30:00,Employment Situation,2008,8,1,8,30,2008,7,12
2008-08-07 10:00:00,Employee Benefits in the United States,2008,8,7,10,0,2008,3,12
2008-08-08 08:30:00,Productivity and Costs,2008,8,8,8,30,2008,2,4
2008-08-12 10:00:00,Job Openings and Labor Turnover Survey,2008,8,12,10,0,2008,6,12
2008-08-12 10:00:00,Quarterly Data Series on Business Employment Dynamics,2008,8,12,10,0,2007,4,4
2008-08-13 08:30:00,U.S. Import and Export Price Indexes,2008,8,13,8,30,2008,7,12
2008-08-14 08:30:00,Consumer Price Index,2008,8,14,8,30,2008,7,12
2008-08-14 08:30:00,Real Earnings,2008,8,14,8,30,2008,7,12
2008-08-15 10:00:00,Extended Mass Layoffs,2008,8,15,10,0,2008,2,4
2008-08-15 10:00:00,Regional and State Employment and Unemployment,2008,8,15,10,0,2008,7,12
2008-08-19 08:30:00,Producer Price Index,2008,8,19,8,30,2008,7,12
2008-08-20 10:00:00,Census of Fatal Occupational Injuries,2008,8,20,10,0,2007,1,1
2008-08-20 10:00:00,Worker Displacement,2008,8,20,10,0,2099,0,0
2008-08-21 10:00:00,"Productivity and Costs by Industry: Wholesale and Retail Trade, Food  Services and Drinking Places",2008,8,21,10,0,2007,1,1
2008-08-22 10:00:00,Mass Layoffs,2008,8,22,10,0,2008,7,12
2008-08-27 10:00:00,Metropolitan Area Employment and Unemployment,2008,8,27,10,0,2008,7,12
2008-08-28 10:00:00,Employment and Unemployment Among Youth--Summer 2008,2008,8,28,10,0,2008,1,1
2008-08-29 10:00:00,Multifactor Productivity Trends for Detailed Industries,2008,8,29,10,0,2006,1,1
2008-09-01 00:00:00,Labor Day,2008,9,1,0,0,2099,0,0
2008-09-04 08:30:00,Productivity and Costs,2008,9,4,8,30,2008,2,4
2008-09-05 08:30:00,Employment Situation,2008,9,5,8,30,2008,8,12
2008-09-05 08:30:00,Employment Situation,2008,9,5,8,30,2008,8,12
2008-09-09 10:00:00,Job Openings and Labor Turnover Survey,2008,9,9,10,0,2008,7,12
2008-09-10 10:00:00,Employer Costs for Employee Compensation,2008,9,10,10,0,2008,6,12
2008-09-11 08:30:00,U.S. Import and Export Price Indexes,2008,9,11,8,30,2008,8,12
2008-09-12 08:30:00,Producer Price Index,2008,9,12,8,30,2008,8,12
2008-09-16 08:30:00,Consumer Price Index,2008,9,16,8,30,2008,8,12
2008-09-16 08:30:00,Real Earnings,2008,9,16,8,30,2008,8,12
2008-09-19 10:00:00,Regional and State Employment and Unemployment,2008,9,19,10,0,2008,8,12
2008-09-23 10:00:00,Mass Layoffs,2008,9,23,10,0,2008,8,12
2008-09-26 10:00:00,Employee Tenure,2008,9,26,10,0,2008,1,1
2008-09-26 10:00:00,International Comparisons of Manufacturing Productivity and Unit Labor Cost Trends,2008,9,26,10,0,2007,1,1
2008-09-30 10:00:00,Metropolitan Area Employment and Unemployment,2008,9,30,10,0,2008,8,12
2008-10-03 08:30:00,Employment Situation,2008,10,3,8,30,2008,9,12
2008-10-03 08:30:00,Employment Situation,2008,10,3,8,30,2008,9,12
2008-10-07 10:00:00,Job Openings and Labor Turnover Survey,2008,10,7,10,0,2008,8,12
2008-10-10 08:30:00,U.S. Import and Export Price Indexes,2008,10,10,8,30,2008,9,12
2008-10-13 00:00:00,Columbus Day,2008,10,13,0,0,2099,0,0
2008-10-15 08:30:00,Producer Price Index,2008,10,15,8,30,2008,9,12
2008-10-16 08:30:00,Consumer Price Index,2008,10,16,8,30,2008,9,12
2008-10-16 08:30:00,Real Earnings,2008,10,16,8,30,2008,9,12
2008-10-17 10:00:00,County Employment and Wages,2008,10,17,10,0,2008,1,4
2008-10-17 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2008,10,17,10,0,2008,3,4
2008-10-21 10:00:00,Regional and State Employment and Unemployment,2008,10,21,10,0,2008,9,12
2008-10-22 10:00:00,Mass Layoffs,2008,10,22,10,0,2008,9,12
2008-10-23 10:00:00,Occupational Injuries and Illnesses,2008,10,23,10,0,2007,1,1
2008-10-29 10:00:00,Metropolitan Area Employment and Unemployment,2008,10,29,10,0,2008,9,12
2008-10-31 08:30:00,Employment Cost Index,2008,10,31,8,30,2008,3,4
2008-11-06 08:30:00,Productivity and Costs,2008,11,6,8,30,2008,3,4
2008-11-07 08:30:00,Employment Situation,2008,11,7,8,30,2008,10,12
2008-11-07 08:30:00,Employment Situation,2008,11,7,8,30,2008,10,12
2008-11-11 00:00:00,Veterans Day,2008,11,11,0,0,2099,0,0
2008-11-13 10:00:00,Extended Mass Layoffs,2008,11,13,10,0,2008,3,4
2008-11-13 10:00:00,Job Openings and Labor Turnover Survey,2008,11,13,10,0,2008,9,12
2008-11-14 08:30:00,U.S. Import and Export Price Indexes,2008,11,14,8,30,2008,10,12
2008-11-18 08:30:00,Producer Price Index,2008,11,18,8,30,2008,10,12
2008-11-18 08:30:00,Report On Quality Changes For 2009 Motor Vehicles,2008,11,18,8,30,2009,1,1
2008-11-19 08:30:00,Consumer Price Index,2008,11,19,8,30,2008,10,12
2008-11-19 08:30:00,Real Earnings,2008,11,19,8,30,2008,10,12
2008-11-20 10:00:00,Occupational Injuries and Illnesses by Selected Characteristics,2008,11,20,10,0,2007,1,1
2008-11-20 10:00:00,Quarterly Data Series on Business Employment Dynamics,2008,11,20,10,0,2008,1,4
2008-11-21 10:00:00,Mass Layoffs,2008,11,21,10,0,2008,10,12
2008-11-21 10:00:00,Regional and State Employment and Unemployment,2008,11,21,10,0,2008,10,12
2008-11-25 10:00:00,Consumer Expenditures Survey,2008,11,25,10,0,2007,1,1
2008-11-27 00:00:00,Thanksgiving Day,2008,11,27,0,0,2099,0,0
2008-12-02 10:00:00,Metropolitan Area Employment and Unemployment,2008,12,2,10,0,2008,10,12
2008-12-03 08:30:00,Productivity and Costs,2008,12,3,8,30,2008,3,4
2008-12-05 08:30:00,Employment Situation,2008,12,5,8,30,2008,11,12
2008-12-05 08:30:00,Employment Situation,2008,12,5,8,30,2008,11,12
2008-12-09 10:00:00,Job Openings and Labor Turnover Survey,2008,12,9,10,0,2008,10,12
2008-12-10 10:00:00,Employer Costs for Employee Compensation,2008,12,10,10,0,2008,9,12
2008-12-10 10:00:00,Work Experience of the Population,2008,12,10,10,0,2007,1,1
2008-12-11 08:30:00,U.S. Import and Export Price Indexes,2008,12,11,8,30,2008,11,12
2008-12-12 08:30:00,Producer Price Index,2008,12,12,8,30,2008,11,12
2008-12-16 08:30:00,Consumer Price Index,2008,12,16,8,30,2008,11,12
2008-12-16 08:30:00,Real Earnings,2008,12,16,8,30,2008,11,12
2008-12-19 10:00:00,Mass Layoffs,2008,12,19,10,0,2008,11,12
2008-12-19 10:00:00,Regional and State Employment and Unemployment,2008,12,19,10,0,2008,11,12
2008-12-25 00:00:00,Christmas Day,2008,12,25,0,0,2099,0,0
2009-01-01 00:00:00,New Year's Day,2009,1,1,0,0,2099,0,0
2009-01-06 10:00:00,Metropolitan Area Employment and Unemployment,2009,1,6,10,0,2008,11,12
2009-01-09 08:30:00,Employment Situation,2009,1,9,8,30,2008,12,12
2009-01-09 08:30:00,Employment Situation,2009,1,9,8,30,2008,12,12
2009-01-13 10:00:00,County Employment and Wages,2009,1,13,10,0,2008,2,4
2009-01-13 10:00:00,Job Openings and Labor Turnover Survey,2009,1,13,10,0,2008,11,12
2009-01-14 08:30:00,U.S. Import and Export Price Indexes,2009,1,14,8,30,2008,12,12
2009-01-15 08:30:00,Producer Price Index,2009,1,15,8,30,2008,12,12
2009-01-16 08:30:00,Consumer Price Index,2009,1,16,8,30,2008,12,12
2009-01-16 08:30:00,Real Earnings,2009,1,16,8,30,2008,12,12
2009-01-19 00:00:00,"Birthday of Martin Luther King, Jr.",2009,1,19,0,0,2099,0,0
2009-01-22 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2009,1,22,10,0,2008,4,4
2009-01-23 10:00:00,Employment Experience of Youths: Results from a Longitudinal Survey,2009,1,23,10,0,2099,0,0
2009-01-23 10:00:00,Volunteering in the United States,2009,1,23,10,0,2008,1,1
2009-01-27 10:00:00,Regional and State Employment and Unemployment,2009,1,27,10,0,2008,12,12
2009-01-28 10:00:00,Mass Layoffs,2009,1,28,10,0,2008,12,12
2009-01-28 10:00:00,Union Membership,2009,1,28,10,0,2008,1,1
2009-01-30 08:30:00,Employment Cost Index,2009,1,30,8,30,2008,4,4
2009-02-04 10:00:00,Metropolitan Area Employment and Unemployment,2009,2,4,10,0,2008,12,12
2009-02-05 08:30:00,Productivity and Costs,2009,2,5,8,30,2008,4,4
2009-02-06 08:30:00,Employment Situation,2009,2,6,8,30,2009,1,12
2009-02-06 08:30:00,Employment Situation,2009,2,6,8,30,2009,1,12
2009-02-10 10:00:00,Job Openings and Labor Turnover Survey,2009,2,10,10,0,2008,12,12
2009-02-11 10:00:00,Major Work Stoppages,2009,2,11,10,0,2008,1,1
2009-02-13 10:00:00,Extended Mass Layoffs,2009,2,13,10,0,2008,4,4
2009-02-16 00:00:00,Washington's Birthday,2009,2,16,0,0,2099,0,0
2009-02-18 08:30:00,U.S. Import and Export Price Indexes,2009,2,18,8,30,2009,1,12
2009-02-19 08:30:00,Producer Price Index,2009,2,19,8,30,2009,1,12
2009-02-20 08:30:00,Consumer Price Index,2009,2,20,8,30,2009,1,12
2009-02-20 08:30:00,Real Earnings,2009,2,20,8,30,2009,1,12
2009-02-24 10:00:00,Quarterly Data Series on Business Employment Dynamics,2009,2,24,10,0,2008,2,4
2009-02-25 10:00:00,Mass Layoffs,2009,2,25,10,0,2009,1,12
2009-02-27 10:00:00,Regional and State Unemployment,2009,2,27,10,0,2008,1,1
